Province_State,Country_Region,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020
American Samoa,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,US,77,82,84,93,112,113,121,121,128,130,133,133,133,133,135,135,136,136,136,136,136,136
Northern Mariana Islands,US,6,6,8,8,8,8,8,11,11,11,11,11,11,11,13,13,13,14,14,14,14,14
Puerto Rico,US,286,316,316,452,475,513,573,620,683,725,788,897,903,923,974,1043,1068,1118,1213,1252,1298,1252
Virgin Islands,US,30,30,37,40,42,43,43,45,45,50,51,51,51,51,51,51,51,53,53,53,53,54
Alabama,US,8,10,12,12,12,12,12,12,15,17,19,19,19,23,24,26,26,25,26,28,30,32
Alabama,US,20,24,28,29,29,38,42,44,56,59,66,71,72,87,91,101,103,109,112,117,123,132
Alabama,US,0,0,1,2,2,2,3,3,4,9,9,10,10,11,12,14,15,18,20,22,28,29
Alabama,US,3,4,4,4,5,7,8,9,9,11,13,16,17,17,18,22,24,26,28,32,32,34
Alabama,US,5,6,9,10,10,10,10,10,11,12,12,13,14,16,17,18,20,20,21,22,26,29
Alabama,US,3,2,2,2,2,2,2,3,3,4,4,4,5,8,8,8,8,9,9,11,11,11
Alabama,US,1,1,1,1,1,1,2,2,3,3,6,7,8,8,9,11,16,13,14,14,15,17
Alabama,US,11,12,18,21,23,34,41,49,53,54,57,59,61,62,62,62,63,66,71,80,83,85
Alabama,US,42,67,80,87,89,94,101,109,151,168,181,198,212,216,221,231,236,240,245,257,259,270
Alabama,US,2,4,5,6,6,6,6,7,7,7,7,8,9,9,9,11,12,12,12,12,13,13
Alabama,US,13,14,15,15,15,19,20,20,25,26,30,30,33,33,35,37,37,39,41,43,44,46
Alabama,US,4,4,4,4,5,5,6,6,6,6,8,10,10,12,12,13,13,14,14,17,18,21
Alabama,US,0,2,3,6,8,9,10,10,12,13,15,19,19,21,21,24,24,24,24,24,24,25
Alabama,US,2,6,8,8,9,9,9,10,11,11,12,14,14,14,14,14,14,17,18,19,19,19
Alabama,US,6,6,7,7,7,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Alabama,US,0,1,5,7,7,8,8,8,13,14,17,31,36,36,40,47,51,55,59,64,68,73
Alabama,US,4,5,5,5,6,6,7,7,7,8,8,9,10,11,11,12,13,15,16,16,16,20
Alabama,US,0,1,1,2,2,2,2,4,4,3,3,5,5,5,5,8,8,10,10,9,9,9
Alabama,US,4,5,6,6,7,8,9,9,9,10,11,18,18,18,19,20,20,22,22,23,24,24
Alabama,US,3,3,4,4,4,4,5,9,10,10,11,13,13,16,17,18,19,21,22,24,26,27
Alabama,US,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,5,5,6,6,6,6,6
Alabama,US,9,9,15,15,15,20,21,22,22,30,31,39,39,40,40,40,53,42,42,44,45,44
Alabama,US,0,1,1,2,2,4,4,4,6,6,6,8,12,12,12,14,14,17,20,21,21,22
Alabama,US,2,4,7,7,7,7,7,7,7,11,10,14,14,17,18,21,21,22,25,26,29,30
Alabama,US,5,8,10,13,14,14,14,14,15,17,21,26,27,29,29,32,34,40,42,46,51,58
Alabama,US,14,17,19,19,19,19,22,22,27,29,30,33,35,43,47,54,54,58,63,69,73,74
Alabama,US,1,2,2,2,3,3,3,3,5,5,9,8,8,10,9,11,14,12,14,16,17,18
Alabama,US,10,13,19,26,35,41,43,43,49,63,74,75,77,78,78,86,87,93,98,100,109,116
Alabama,US,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,3,4,4
Alabama,US,3,4,5,6,6,6,7,7,8,8,8,10,10,12,14,17,18,17,17,18,18,22
Alabama,US,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,2,4,4,4,4,5
Alabama,US,4,4,5,5,6,8,10,10,12,13,14,17,18,18,18,20,24,29,29,32,32,40
Alabama,US,1,1,3,3,3,4,7,7,7,7,11,15,15,17,18,21,22,23,25,31,34,36
Alabama,US,0,0,2,2,3,4,4,5,7,10,10,11,13,14,14,15,16,17,17,18,20,20
Alabama,US,8,9,12,14,15,22,25,25,30,33,37,44,47,52,54,57,64,63,66,70,73,75
Alabama,US,8,9,12,12,14,17,18,19,22,22,22,24,26,29,31,32,32,38,38,39,41,42
Alabama,US,292,314,351,373,416,423,457,479,507,536,579,597,612,620,625,634,651,671,682,688,698,726
Alabama,US,1,1,1,2,3,5,5,5,7,7,7,8,8,7,7,7,7,8,8,9,9,8
Alabama,US,12,14,14,16,16,16,18,18,20,20,21,21,22,22,22,22,23,23,23,24,25,25
Alabama,US,3,3,4,4,6,8,8,8,8,8,8,8,8,8,8,8,8,9,9,10,10,12
Alabama,US,81,91,99,102,109,113,128,148,199,209,218,236,250,265,269,292,301,305,308,311,319,331
Alabama,US,23,25,30,31,31,33,32,32,34,36,36,37,37,37,37,38,40,40,40,40,40,39
Alabama,US,1,2,2,3,6,6,8,10,12,12,14,14,15,19,20,24,25,27,28,31,32,32
Alabama,US,1,3,5,5,5,5,6,6,9,9,11,14,15,19,19,21,24,24,25,26,27,28
Alabama,US,105,114,121,125,134,141,150,153,173,178,186,187,187,191,191,198,217,197,199,202,203,205
Alabama,US,4,5,7,8,8,13,14,14,14,15,19,21,22,23,23,24,24,25,26,30,35,40
Alabama,US,9,11,16,17,17,19,21,23,33,39,42,48,56,58,58,59,61,60,61,63,65,65
Alabama,US,6,6,16,17,20,33,39,42,60,69,82,97,102,104,106,114,122,138,149,167,194,241
Alabama,US,56,67,103,114,125,143,201,249,309,358,408,454,468,509,548,577,621,637,661,680,714,756
Alabama,US,1,3,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,8,9,9,9,9
Alabama,US,35,45,59,62,67,71,74,77,88,92,102,119,135,161,174,197,207,215,226,231,245,253
Alabama,US,19,21,24,24,27,29,30,31,36,36,37,38,42,41,42,44,46,45,47,48,51,52
Alabama,US,0,0,0,0,1,1,1,0,1,3,4,6,6,7,7,8,9,9,9,9,9,9
Alabama,US,4,9,10,12,12,12,14,15,17,19,21,22,23,24,26,30,32,32,38,40,43,44
Alabama,US,5,7,10,10,14,14,14,16,17,18,18,20,21,22,24,27,29,34,37,41,46,53
Alabama,US,5,6,10,11,11,12,13,15,16,22,27,36,40,45,45,46,51,51,53,56,59,60
Alabama,US,1,2,4,4,8,10,12,14,14,20,22,24,27,30,30,32,35,41,43,48,48,52
Alabama,US,18,19,23,25,26,31,30,30,36,37,38,42,43,45,47,49,52,53,54,57,59,62
Alabama,US,88,98,109,124,139,147,158,159,170,184,193,212,230,235,237,243,248,257,268,273,273,278
Alabama,US,2,4,7,6,6,8,15,16,17,18,19,20,21,26,28,31,33,35,36,40,44,46
Alabama,US,7,8,11,16,17,20,20,22,29,32,32,34,38,38,38,40,42,44,46,47,50,52
Alabama,US,13,17,19,20,29,30,33,35,45,53,61,98,101,123,127,158,160,179,195,193,228,242
Alabama,US,30,34,41,43,44,73,77,83,85,91,99,119,121,122,128,132,152,141,145,153,158,165
Alabama,US,32,34,48,49,49,54,63,65,69,72,78,81,84,84,84,84,83,83,85,90,91,90
Alabama,US,3,3,5,5,5,5,7,7,11,11,12,12,12,12,12,13,14,15,16,16,17,18
Alabama,US,3,5,6,11,12,12,13,13,16,18,24,30,31,31,34,39,40,45,47,49,49,50
Alabama,US,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,7,9,9,9,9,10,10
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,65,67,73,81,85,88,98,103,109,112,121,127,131,136,139,143,150,151,154,155,160,164
Alaska,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,35,40,42,46,53,53,65,71,73,76,76,79,79,79,79,79,79,79,79,79,79,79
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,9,10,11,12,14,14,14,14,14,15,15,16,17,18,21,23,24,24,24,24,26,27
Alaska,US,7,8,10,11,12,13,13,13,14,15,15,15,15,15,16,16,17,19,19,19,19,19
Alaska,US,13,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,3,4,4,4,4,4,4,5,6,9,10,14,14,15,15,15,15,17,18,19,19,20
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
Alaska,US,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,US,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arizona,US,17,17,17,20,23,25,28,34,52,55,66,72,89,97,110,118,141,169,178,202,226,235
Arizona,US,4,4,5,7,8,9,9,9,11,11,13,15,16,15,15,18,20,22,24,28,29,31
Arizona,US,85,114,126,147,155,167,179,186,210,214,238,243,253,270,266,299,304,314,333,337,342,353
Arizona,US,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,8,9,10
Arizona,US,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Arizona,US,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Arizona,US,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6
Arizona,US,871,961,1049,1171,1326,1433,1495,1559,1689,1741,1891,1960,2020,2056,2146,2264,2404,2491,2589,2636,2738,2846
Arizona,US,7,8,9,12,16,20,23,23,27,28,30,30,40,45,45,51,51,52,54,56,59,62
Arizona,US,102,129,148,177,195,210,222,240,286,287,321,335,345,355,390,410,435,452,459,473,485,527
Arizona,US,217,237,280,326,372,415,415,464,512,543,591,622,668,685,700,760,819,856,913,941,963,973
Arizona,US,65,69,77,89,103,106,120,124,137,138,146,163,168,175,182,197,212,235,247,256,268,283
Arizona,US,3,3,3,4,4,4,5,6,7,7,8,8,10,10,12,14,14,16,19,20,23,28
Arizona,US,24,34,35,43,45,49,57,58,62,62,63,63,65,70,66,68,69,72,72,71,72,73
Arizona,US,12,13,13,14,13,13,13,14,15,16,15,20,20,20,20,24,28,29,29,31,32,42
Arkansas,US,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Arkansas,US,1,1,1,1,1,1,5,5,8,9,10,10,11,11,11,11,11,11,11,12,12,13
Arkansas,US,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5
Arkansas,US,39,40,42,42,43,42,42,45,47,47,47,48,50,60,62,61,62,62,62,62,66,68
Arkansas,US,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4
Arkansas,US,4,4,4,4,4,4,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7
Arkansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,US,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Arkansas,US,2,2,2,2,2,2,2,2,4,4,5,5,5,7,7,7,7,7,7,7,7,7
Arkansas,US,24,26,27,27,27,27,27,27,27,27,27,27,26,26,27,27,27,27,27,27,27,27
Arkansas,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,62,63,64,65,64,65,66,67,69,69,69,70,70,70,70,70,70,70,70,71,71,71
Arkansas,US,5,5,5,5,5,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Arkansas,US,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,5,5,5,5
Arkansas,US,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,5,5,5,5,5
Arkansas,US,11,12,14,16,18,20,22,23,28,29,31,31,36,36,38,40,40,42,43,44,45,48
Arkansas,US,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4
Arkansas,US,29,32,37,43,50,53,58,61,74,86,89,93,103,116,121,122,127,133,139,142,145,147
Arkansas,US,1,1,1,5,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,8,9
Arkansas,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,2,2,2,2,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,9
Arkansas,US,1,1,1,1,1,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7
Arkansas,US,36,37,40,40,46,47,52,55,55,56,57,59,57,58,58,59,59,60,62,62,62,64
Arkansas,US,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
Arkansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,US,32,37,37,40,41,41,46,51,61,66,72,81,101,102,103,105,107,106,107,108,109,109
Arkansas,US,3,3,3,3,3,3,3,5,7,7,9,10,10,10,11,11,11,11,11,11,11,11
Arkansas,US,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,9,8,8,9,10
Arkansas,US,1,1,1,1,1,1,1,1,3,3,4,5,5,4,4,4,4,4,5,5,5,5
Arkansas,US,1,5,5,5,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Arkansas,US,1,1,1,1,5,5,5,5,5,6,6,8,9,9,10,12,12,12,14,14,14,14
Arkansas,US,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8,8,8
Arkansas,US,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Arkansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Arkansas,US,42,49,51,53,59,62,69,78,90,91,91,95,100,105,106,109,113,114,118,126,126,135
Arkansas,US,1,6,7,7,7,8,11,11,11,12,13,13,13,19,16,18,20,21,22,22,22,22
Arkansas,US,0,0,0,1,1,1,1,1,2,2,2,2,3,3,4,5,5,4,4,4,4,4
Arkansas,US,1,1,1,1,1,1,1,1,9,9,10,11,11,11,11,12,24,25,26,26,26,29
Arkansas,US,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3
Arkansas,US,6,6,6,6,7,7,10,11,10,10,10,11,56,56,59,61,94,110,111,258,258,445
Arkansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,US,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3
Arkansas,US,6,7,15,16,16,17,23,23,26,26,27,30,29,29,30,30,30,30,26,26,26,27
Arkansas,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,1,7,8,8,8,8,13,16,19,20,22,22,24,28,28,29,29,29,29,30,30,30
Arkansas,US,0,0,1,1,1,1,1,1,6,6,7,7,7,7,7,8,8,8,8,9,9,9
Arkansas,US,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4
Arkansas,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
Arkansas,US,0,0,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Arkansas,US,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3
Arkansas,US,0,0,0,0,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4
Arkansas,US,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
Arkansas,US,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,9,10,10,10,10,10,11
Arkansas,US,1,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
Arkansas,US,6,6,8,8,11,13,17,20,23,23,26,30,31,31,31,33,33,35,35,35,35,35
Arkansas,US,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Arkansas,US,107,115,130,137,157,161,175,179,210,225,249,256,273,297,343,355,360,368,377,388,390,404
Arkansas,US,1,1,1,1,1,1,1,6,7,7,8,8,8,8,9,9,10,11,11,14,14,14
Arkansas,US,1,1,1,1,10,11,27,29,31,31,31,32,34,45,45,63,63,64,64,65,65,66
Arkansas,US,13,16,19,21,27,29,33,33,31,31,32,32,32,33,34,36,37,41,43,45,45,47
Arkansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,2,2,2,2,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Arkansas,US,8,8,8,8,8,8,8,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11
Arkansas,US,1,1,1,1,6,6,6,6,6,6,6,8,8,8,8,8,8,8,9,10,10,10
Arkansas,US,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Arkansas,US,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Arkansas,US,9,10,10,10,12,12,13,13,15,16,18,18,17,17,18,19,20,23,24,26,26,26
Arkansas,US,20,20,20,20,21,21,21,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Arkansas,US,22,23,24,25,28,29,29,30,36,37,37,37,43,43,44,44,45,45,46,54,59,60
Arkansas,US,11,15,23,23,25,25,27,27,27,27,28,28,28,28,28,28,29,29,29,29,29,29
Arkansas,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arkansas,US,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
California,US,313,359,443,443,566,588,634,674,674,766,806,845,888,888,964,1007,1063,1114,1164,1193,1241,1242
California,US,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
California,US,2,3,3,3,0,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,8
California,US,8,9,10,11,11,11,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16
California,US,3,3,3,4,4,5,5,5,5,8,8,8,8,9,9,11,11,12,12,12,12,12
California,US,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
California,US,249,250,307,307,386,417,442,462,484,511,530,539,552,552,615,631,648,685,693,707,749,763
California,US,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
California,US,18,18,19,22,22,22,22,28,29,30,32,32,32,34,35,35,36,36,36,36,38,39
California,US,68,82,94,100,103,108,124,146,156,173,191,201,201,222,251,265,295,311,315,315,351,371
California,US,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
California,US,27,28,37,44,44,44,49,50,50,50,50,50,50,50,51,52,52,52,52,52,52,52
California,US,38,43,52,55,57,65,68,73,75,79,79,87,87,100,117,127,143,155,155,160,175,195
California,US,9,9,10,10,11,11,11,11,11,12,12,12,12,12,17,17,17,18,18,18,18,19
California,US,110,142,173,210,230,239,252,271,303,337,371,396,436,462,533,565,578,610,623,643,671,683
California,US,4,5,5,5,5,5,5,5,8,8,9,10,10,12,13,13,18,20,28,30,32,32
California,US,0,0,0,0,0,1,1,2,3,4,4,4,4,4,5,6,6,6,6,6,6,6
California,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,US,3518,4045,4566,4605,5955,6377,6936,7559,7955,8443,8453,8894,9433,10047,10517,10854,11400,12021,12341,13823,15153,16447
California,US,23,25,28,28,28,28,28,28,28,30,32,32,33,33,33,33,33,33,34,34,36,36
California,US,107,108,118,131,137,141,143,148,149,154,154,153,164,170,171,184,187,187,189,195,199,200
California,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,US,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
California,US,10,12,16,16,27,29,29,34,40,52,59,65,65,74,76,79,82,86,90,90,92,93
California,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,US,13,18,18,19,19,19,19,19,20,20,21,21,23,23,23,23,23,23,23,24,24,24
California,US,42,48,53,57,62,62,62,64,69,71,79,82,87,87,100,108,119,119,136,141,148,150
California,US,15,18,18,20,20,22,22,25,25,32,32,34,34,38,38,39,44,47,47,48,48,54
California,US,26,26,30,31,31,32,32,34,34,34,34,34,34,34,34,34,34,36,36,36,38,38
California,US,606,656,711,786,834,882,931,1016,1079,1138,1221,1277,1283,1299,1376,1425,1501,1556,1636,1676,1691,1753
California,US,78,90,97,97,103,106,106,117,117,123,123,124,127,128,129,130,130,131,132,132,133,133
California,US,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
California,US,371,493,493,638,799,946,1016,1179,1280,1350,1431,1619,1619,1961,1961,2105,2457,2457,2638,2847,2847,2960
California,US,224,314,390,390,442,462,525,580,580,653,653,707,739,816,853,879,896,914,925,940,954,971
California,US,21,23,23,23,23,23,23,33,33,34,35,35,35,39,39,41,44,44,44,44,44,45
California,US,183,254,304,353,372,373,530,547,641,729,810,810,887,977,977,996,1032,1219,1286,1406,1489,1489
California,US,733,849,966,1112,1209,1326,1404,1454,1530,1628,1693,1761,1804,1847,1930,2012,2087,2158,2213,2268,2325,2491
California,US,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233
California,US,151,173,180,185,191,206,217,223,237,253,257,266,293,314,341,365,371,400,415,428,449,460
California,US,80,89,93,93,95,95,95,99,102,104,110,114,117,117,120,125,127,131,132,132,134,134
California,US,388,453,486,538,555,579,589,617,633,638,652,652,701,721,747,767,797,838,838,920,935,958
California,US,99,111,139,152,168,174,192,218,228,243,260,264,267,284,313,334,354,373,385,394,416,429
California,US,956,1019,1019,1148,1207,1207,1285,1380,1380,1442,1484,1566,1666,1666,1793,1833,1870,1870,1870,1922,1922,1962
California,US,49,54,57,59,69,69,76,76,76,80,80,88,91,91,96,96,98,101,104,106,108,111
California,US,7,7,11,12,17,20,21,23,24,24,24,24,24,25,25,25,26,26,26,26,26,26
California,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,US,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
California,US,49,54,61,73,73,73,88,99,112,115,121,121,121,135,140,141,169,169,169,180,180,181
California,US,78,91,95,105,107,111,111,120,136,142,145,145,147,152,160,163,172,180,180,181,182,192
California,US,39,44,51,58,65,71,81,90,95,103,116,121,131,146,163,177,187,206,221,226,232,236
California,US,10,14,14,16,16,16,16,19,20,37,37,37,37,23,24,24,24,25,25,26,26,26
California,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
California,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,US,45,74,81,81,116,135,157,157,168,203,203,227,264,296,352,372,382,397,411,422,422,441
California,US,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
California,US,149,160,177,203,221,221,243,263,274,298,298,309,314,317,365,384,396,396,422,428,428,443
California,US,25,28,33,37,37,37,50,56,67,71,75,88,93,101,102,116,125,126,137,137,142,146
California,US,7,8,8,9,9,11,11,13,15,15,15,15,15,15,15,15,15,15,16,16,16,16
Colorado,US,181,212,260,294,354,367,388,417,417,475,543,647,693,726,726,758,805,860,915,915,996,1033
Colorado,US,1,4,4,4,4,4,4,5,5,5,7,7,7,7,7,7,7,7,7,7,9,9
Colorado,US,333,381,441,500,608,652,718,764,764,877,931,1083,1142,1183,1183,1243,1342,1419,1536,1536,1649,1717
Colorado,US,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,9
Colorado,US,3,3,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,107,114,132,143,177,189,206,207,207,217,234,264,284,293,299,300,312,327,352,352,390,417
Colorado,US,20,21,30,36,50,50,50,52,52,61,68,81,81,88,88,92,95,98,101,101,106,110
Colorado,US,17,17,18,19,22,22,22,23,23,26,27,28,28,28,28,31,35,35,38,38,38,55
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,4,6,6,6,6,6,7,7,7,10,11,11,11,11,11,11,11,11,11,11,11,11
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Colorado,US,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Colorado,US,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Colorado,US,1,1,1,4,4,5,5,5,5,6,6,6,7,12,12,12,13,16,22,22,25,25
Colorado,US,539,586,643,716,825,847,884,927,927,1031,1113,1247,1346,1402,1402,1468,1549,1636,1784,1784,2004,2071
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,141,158,171,194,223,227,232,244,244,270,282,298,304,311,311,312,329,353,368,368,384,392
Colorado,US,227,295,314,333,339,355,372,374,374,394,426,452,457,468,468,480,479,482,485,485,487,488
